TITLE="DuctFlow_Re300_YZ.dat"
VARIABLES="y" "z" "<u>" "<v>" "<w>" "<u'u'>" "<v'v'>" "<w'w'>" "<u'v'>" "<u'w'>" "<v'w'>" "<eps>"
9.7153900e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +6.9478378e+02
9.7441510e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +5.9706244e+02
9.7714490e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +5.1811444e+02
9.7973510e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +4.5418189e+02
9.8219210e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +4.0179856e+02
9.8452220e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +3.5772200e+02
9.8673120e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +3.1886900e+02
9.8882510e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +2.8229333e+02
9.9080940e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +2.4523611e+02
9.9268930e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +2.0529156e+02
9.9447000e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +1.6076422e+02
9.9615640e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +1.1143422e+02
9.9775320e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +6.0575767e+01
9.9926490e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +2.1496178e+01
1.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +2.1496178e+01
0.0000000e+00 +7.3512100e-04 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +2.1496178e+01
7.3512100e-04 +7.3512100e-04 +3.6895167e-03 -1.1480867e-10 -1.1480867e-10 +9.0680333e-06 +1.0495702e-09 +1.0495702e-09 +3.9530978e-10 +3.9530978e-10 -6.2873333e-11 +2.1496178e+01
2.2468180e-03 +7.3512100e-04 +1.0185030e-02 -3.0426377e-09 +4.6127600e-09 +4.2829111e-05 +1.0366749e-08 +5.2586144e-09 -1.4750278e-08 +9.0288156e-11 -2.6647667e-10 +6.0575767e+01
3.8436230e-03 +7.3512100e-04 +1.6397643e-02 +3.5493167e-08 -3.5404433e-08 +7.8077467e-05 +4.4485456e-08 +1.0801907e-08 -7.1174111e-08 +9.8389711e-10 -1.3276600e-09 +1.1143422e+02
5.5300300e-03 +7.3512100e-04 +2.2544207e-02 +3.0299893e-07 -1.9888063e-07 +1.0933410e-04 +1.2992600e-07 +1.7933311e-08 -1.8430511e-07 +4.1926244e-09 -5.9201233e-09 +1.6076422e+02
7.3107370e-03 +7.3512100e-04 +2.8718263e-02 +1.1989370e-06 -5.6780833e-07 +1.3595078e-04 +3.0980089e-07 +2.7088978e-08 -3.5338022e-07 +7.6694333e-09 -1.8535022e-08 +2.0529156e+02
9.1906470e-03 +7.3512100e-04 +3.4970667e-02 +3.3711600e-06 -1.2150387e-06 +1.5863867e-04 +6.5333189e-07 +3.8348756e-08 -5.6258300e-07 +8.9575511e-09 -4.4530144e-08 +2.4523611e+02
1.1174880e-02 +7.3512100e-04 +4.1334700e-02 +7.7322000e-06 -2.1986120e-06 +1.7867500e-04 +1.2638044e-06 +5.1538778e-08 -7.8750944e-07 +6.5654233e-09 -8.9339200e-08 +2.8229333e+02
1.3268760e-02 +7.3512100e-04 +4.7834500e-02 +1.5462403e-05 -3.5597133e-06 +1.9756356e-04 +2.2846400e-06 +6.6358678e-08 -1.0046366e-06 +2.4242622e-10 -1.5801967e-07 +3.1886900e+02
1.5477840e-02 +7.3512100e-04 +5.4489033e-02 +2.8005613e-05 -5.3238067e-06 +2.1686433e-04 +3.9038644e-06 +8.2459344e-08 -1.2013100e-06 -9.3046878e-09 -2.5498633e-07 +3.5772200e+02
1.7807890e-02 +7.3512100e-04 +6.1313633e-02 +4.7065767e-05 -7.5053533e-06 +2.3811844e-04 +6.3567711e-06 +9.9490800e-08 -1.3844744e-06 -2.1066278e-08 -3.8379267e-07 +4.0179856e+02
2.0264900e-02 +7.3512100e-04 +6.8321067e-02 +7.4617367e-05 -1.0116350e-05 +2.6283667e-04 +9.9260944e-06 +1.1713356e-07 -1.5866822e-06 -3.4730322e-08 -5.4687033e-07 +4.5418189e+02
2.2855100e-02 +7.3512100e-04 +7.5521867e-02 +1.1294643e-04 -1.3177897e-05 +2.9252956e-04 +1.4938611e-05 +1.3511700e-07 -1.8674611e-06 -5.2020078e-08 -7.4517878e-07 +5.1811444e+02
2.5584920e-02 +7.3512100e-04 +8.2924433e-02 +1.6473887e-04 -1.6732870e-05 +3.2876467e-04 +2.1756667e-05 +1.5323000e-07 -2.3072567e-06 -7.8330611e-08 -9.7775833e-07 +5.9706244e+02
2.8461020e-02 +7.3512100e-04 +9.0534800e-02 +2.3322823e-04 -2.0856380e-05 +3.7322922e-04 +3.0763244e-05 +1.7134289e-07 -2.9903522e-06 -1.2448300e-07 -1.2412556e-06 +6.9478378e+02
3.1490280e-02 +7.3512100e-04 +9.8356233e-02 +3.2240117e-04 -2.5659890e-05 +4.2777900e-04 +4.2339867e-05 +1.8946000e-07 -3.9732500e-06 -2.0815500e-07 -1.5296133e-06 +8.1536244e+02
3.4679800e-02 +7.3512100e-04 +1.0638830e-01 +4.3723867e-04 -3.1284670e-05 +4.9444622e-04 +5.6839022e-05 +2.0780367e-07 -5.2370467e-06 -3.5427433e-07 -1.8342578e-06 +9.6316744e+02
3.8036870e-02 +7.3512100e-04 +1.1462607e-01 +5.8394400e-04 -3.7881667e-05 +5.7538722e-04 +7.4556389e-05 +2.2688911e-07 -6.6273922e-06 -5.9348656e-07 -2.1450856e-06 +1.1427033e+03
4.1568990e-02 +7.3512100e-04 +1.2305857e-01 +7.7008500e-04 -4.5577333e-05 +6.7275078e-04 +9.5711733e-05 +2.4751511e-07 -7.7934622e-06 -9.5800622e-07 -2.4523367e-06 +1.3583344e+03
4.5283840e-02 +7.3512100e-04 +1.3166740e-01 +1.0045550e-03 -5.4429667e-05 +7.8846556e-04 +1.2044889e-04 +2.7060700e-07 -8.1457933e-06 -1.4748411e-06 -2.7489622e-06 +1.6138922e+03
4.9189270e-02 +7.3512100e-04 +1.4042513e-01 +1.2972730e-03 -6.4381533e-05 +9.2396244e-04 +1.4886156e-04 +2.9687844e-07 -6.8577144e-06 -2.1574556e-06 -3.0325633e-06 +1.9122100e+03
5.3293300e-02 +7.3512100e-04 +1.4929367e-01 +1.6585583e-03 -7.5223100e-05 +1.0798726e-03 +1.8103922e-04 +3.2634444e-07 -2.9319467e-06 -2.9980633e-06 -3.3055244e-06 +2.2546311e+03
5.7604070e-02 +7.3512100e-04 +1.5822330e-01 +2.0981853e-03 -8.6574600e-05 +1.2557578e-03 +2.1711222e-04 +3.5784567e-07 +4.6602633e-06 -3.9634689e-06 -3.5719467e-06 +2.6405856e+03
6.2129860e-02 +7.3512100e-04 +1.6715230e-01 +2.6241943e-03 -9.7898300e-05 +1.4499444e-03 +2.5725256e-04 +3.8897511e-07 +1.6785744e-05 -4.9972667e-06 -3.8313500e-06 +3.0672711e+03
6.6879010e-02 +7.3512100e-04 +1.7600733e-01 +3.2416127e-03 -1.0854263e-04 +1.6595022e-03 +3.0159933e-04 +4.1689378e-07 +3.3950244e-05 -6.0295778e-06 -4.0723322e-06 +3.5295044e+03
7.1859960e-02 +7.3512100e-04 +1.8470540e-01 +3.9512867e-03 -1.1781157e-04 +1.8804244e-03 +3.5011967e-04 +4.3987089e-07 +5.6157067e-05 -6.9913989e-06 -4.2723100e-06 +4.0198144e+03
7.7081140e-02 +7.3512100e-04 +1.9315633e-01 +4.7490300e-03 -1.2504547e-04 +2.1079600e-03 +4.0249022e-04 +4.5826056e-07 +8.2864744e-05 -7.8271156e-06 -4.4061211e-06 +4.5288900e+03
8.2550990e-02 +7.3512100e-04 +2.0126677e-01 +5.6252333e-03 -1.2969927e-04 +2.3370933e-03 +4.5808533e-04 +4.7384089e-07 +1.1303544e-04 -8.5001778e-06 -4.4572400e-06 +5.0464256e+03
8.8277920e-02 +7.3512100e-04 +2.0894410e-01 +6.5650500e-03 -1.3140757e-04 +2.5631011e-03 +5.1607467e-04 +4.8827856e-07 +1.4523556e-04 -8.9930300e-06 -4.4220067e-06 +5.5622956e+03
9.4270220e-02 +7.3512100e-04 +2.1610090e-01 +7.5491700e-03 -1.3003110e-04 +2.7821189e-03 +5.7554400e-04 +5.0241533e-07 +1.7777856e-04 -9.3078289e-06 -4.3052011e-06 +6.0677789e+03
1.0053600e-01 +7.3512100e-04 +2.2265890e-01 +8.5551600e-03 -1.2567703e-04 +2.9915700e-03 +6.3557211e-04 +5.1703111e-07 +2.0895367e-04 -9.4714456e-06 -4.1149444e-06 +6.5564789e+03
1.0708340e-01 +7.3512100e-04 +2.2855223e-01 +9.5591700e-03 -1.1867200e-04 +3.1902378e-03 +6.9529733e-04 +5.3373489e-07 +2.3733589e-04 -9.5332722e-06 -3.8643867e-06 +7.0245844e+03
1.1391990e-01 +7.3512100e-04 +2.3372943e-01 +1.0537513e-02 -1.0947000e-04 +3.3779078e-03 +7.5402244e-04 +5.5393078e-07 +2.6197889e-04 -9.5426778e-06 -3.5733133e-06 +7.4704011e+03
1.2105310e-01 +7.3512100e-04 +2.3815390e-01 +1.1467633e-02 -9.8521900e-05 +3.5547333e-03 +8.1124222e-04 +5.7747889e-07 +2.8229433e-04 -9.5267389e-06 -3.2564978e-06 +7.8932344e+03
1.2848990e-01 +7.3512100e-04 +2.4180293e-01 +1.2328153e-02 -8.6174967e-05 +3.7206456e-03 +8.6647978e-04 +6.0408478e-07 +2.9783100e-04 -9.4991856e-06 -2.9143178e-06 +8.2920300e+03
1.3623700e-01 +7.3512100e-04 +2.4466677e-01 +1.3098233e-02 -7.2638467e-05 +3.8751100e-03 +9.1906756e-04 +6.3457889e-07 +3.0826400e-04 -9.4731389e-06 -2.5402333e-06 +8.6645689e+03
1.4430030e-01 +7.3512100e-04 +2.4674827e-01 +1.3756793e-02 -5.8022333e-05 +4.0173422e-03 +9.6812100e-04 +6.7079411e-07 +3.1342800e-04 -9.4552544e-06 -2.1360611e-06 +9.0078644e+03
1.5268540e-01 +7.3512100e-04 +2.4806507e-01 +1.4282603e-02 -4.2494433e-05 +4.1472756e-03 +1.0127964e-03 +7.1378833e-07 +3.1336300e-04 -9.4595056e-06 -1.7229700e-06 +9.3203289e+03
1.6139710e-01 +7.3512100e-04 +2.4865333e-01 +1.4656323e-02 -2.6492717e-05 +4.2670511e-03 +1.0527601e-03 +7.6372111e-07 +3.0861411e-04 -9.5230189e-06 -1.3419044e-06 +9.6052756e+03
1.7043930e-01 +7.3512100e-04 +2.4857237e-01 +1.4864090e-02 -1.0737207e-05 +4.3813556e-03 +1.0886859e-03 +8.2030256e-07 +3.0017144e-04 -9.6545144e-06 -1.0463046e-06 +9.8724156e+03
1.7981540e-01 +7.3512100e-04 +2.4790547e-01 +1.4900740e-02 +3.9458100e-06 +4.4956800e-03 +1.1223522e-03 +8.8150911e-07 +2.8889278e-04 -9.8460633e-06 -8.7082422e-07 +1.0134738e+04
1.8952760e-01 +7.3512100e-04 +2.4675713e-01 +1.4770707e-02 +1.6896563e-05 +4.6138244e-03 +1.1559778e-03 +9.4411222e-07 +2.7557244e-04 -1.0116506e-05 -8.0064289e-07 +1.0402831e+04
1.9957710e-01 +7.3512100e-04 +2.4524753e-01 +1.4485973e-02 +2.7826937e-05 +4.7365000e-03 +1.1913167e-03 +1.0098961e-06 +2.6063078e-04 -1.0443356e-05 -7.8966733e-07 +1.0681007e+04
2.0996430e-01 +7.3512100e-04 +2.4350120e-01 +1.4062400e-02 +3.6787067e-05 +4.8627133e-03 +1.2294589e-03 +1.0783201e-06 +2.4329522e-04 -1.0761181e-05 -8.1568878e-07 +1.0969422e+04
2.2068830e-01 +7.3512100e-04 +2.4163290e-01 +1.3517003e-02 +4.3945233e-05 +4.9937556e-03 +1.2705478e-03 +1.1476200e-06 +2.2194022e-04 -1.1077742e-05 -8.3399933e-07 +1.1270700e+04
2.3174680e-01 +7.3512100e-04 +2.3974960e-01 +1.2867747e-02 +4.9366467e-05 +5.1367800e-03 +1.3139833e-03 +1.2176433e-06 +1.9660689e-04 -1.1476467e-05 -8.5277133e-07 +1.1597000e+04
2.4313640e-01 +7.3512100e-04 +2.3796370e-01 +1.2134600e-02 +5.3018433e-05 +5.3001867e-03 +1.3588089e-03 +1.2830144e-06 +1.6894133e-04 -1.1986833e-05 -8.5188078e-07 +1.1962756e+04
2.5485240e-01 +7.3512100e-04 +2.3638983e-01 +1.1336723e-02 +5.5338600e-05 +5.4836622e-03 +1.4031256e-03 +1.3552633e-06 +1.4030689e-04 -1.2593511e-05 -7.7534178e-07 +1.2364389e+04
2.6688860e-01 +7.3512100e-04 +2.3513460e-01 +1.0486783e-02 +5.7036467e-05 +5.6793567e-03 +1.4467767e-03 +1.4281444e-06 +1.1175989e-04 -1.3254033e-05 -7.8948167e-07 +1.2787178e+04
2.7923730e-01 +7.3512100e-04 +2.3428010e-01 +9.5909333e-03 +5.8445933e-05 +5.8798822e-03 +1.4911400e-03 +1.5049478e-06 +8.2970600e-05 -1.4046611e-05 -8.2906856e-07 +1.3219700e+04
2.9188960e-01 +7.3512100e-04 +2.3386613e-01 +8.6554833e-03 +5.9307633e-05 +6.0863567e-03 +1.5373844e-03 +1.5947944e-06 +5.3854567e-05 -1.4894611e-05 -9.4810822e-07 +1.3665644e+04
3.0483480e-01 +7.3512100e-04 +2.3389503e-01 +7.6935833e-03 +5.9119867e-05 +6.3136356e-03 +1.5869778e-03 +1.6766389e-06 +2.1630500e-05 -1.5647856e-05 -1.1230022e-06 +1.4155511e+04
3.1806090e-01 +7.3512100e-04 +2.3436947e-01 +6.7308267e-03 +5.6975033e-05 +6.5746156e-03 +1.6379967e-03 +1.7482344e-06 -1.2753522e-05 -1.6482744e-05 -1.1479678e-06 +1.4710844e+04
3.3155420e-01 +7.3512100e-04 +2.3529430e-01 +5.8016867e-03 +5.2858133e-05 +6.8640756e-03 +1.6889522e-03 +1.8312811e-06 -4.2122222e-05 -1.7569822e-05 -1.2296122e-06 +1.5319100e+04
3.4529990e-01 +7.3512100e-04 +2.3664693e-01 +4.9322933e-03 +4.8005567e-05 +7.1614822e-03 +1.7417589e-03 +1.9019467e-06 -6.1998700e-05 -1.8752678e-05 -1.3460444e-06 +1.5945367e+04
3.5928140e-01 +7.3512100e-04 +2.3838927e-01 +4.1355200e-03 +4.2855033e-05 +7.4383500e-03 +1.7955656e-03 +1.9664000e-06 -7.1988633e-05 -1.9758667e-05 -1.3520744e-06 +1.6535833e+04
3.7348100e-01 +7.3512100e-04 +2.4043647e-01 +3.4157833e-03 +3.7914500e-05 +7.6777544e-03 +1.8477156e-03 +2.0373800e-06 -7.4120122e-05 -2.0690311e-05 -1.3146711e-06 +1.7054689e+04
3.8787950e-01 +7.3512100e-04 +2.4264373e-01 +2.7669990e-03 +3.3890633e-05 +7.8643989e-03 +1.8974367e-03 +2.1014911e-06 -7.2221589e-05 -2.1456444e-05 -1.2747756e-06 +1.7472433e+04
4.0245670e-01 +7.3512100e-04 +2.4489757e-01 +2.1872690e-03 +2.9561423e-05 +8.0150289e-03 +1.9453478e-03 +2.1450067e-06 -7.2900667e-05 -2.1874333e-05 -1.2508944e-06 +1.7821756e+04
4.1719100e-01 +7.3512100e-04 +2.4708343e-01 +1.6937190e-03 +2.3898383e-05 +8.1607767e-03 +1.9882689e-03 +2.1870133e-06 -8.2410767e-05 -2.2355122e-05 -1.0022406e-06 +1.8154367e+04
4.3206020e-01 +7.3512100e-04 +2.4905617e-01 +1.3024830e-03 +1.7971077e-05 +8.3062433e-03 +2.0203378e-03 +2.2376300e-06 -8.7514533e-05 -2.3439089e-05 -6.2118922e-07 +1.8468700e+04
4.4704090e-01 +7.3512100e-04 +2.5067177e-01 +9.9210900e-04 +1.4855660e-05 +8.4320133e-03 +2.0433856e-03 +2.2930922e-06 -7.3996333e-05 -2.4540511e-05 -4.7281333e-07 +1.8732889e+04
4.6210910e-01 +7.3512100e-04 +2.5187080e-01 +7.0984567e-04 +1.4874230e-05 +8.5273733e-03 +2.0628078e-03 +2.3228056e-06 -4.8990622e-05 -2.5071256e-05 -4.2806322e-07 +1.8937044e+04
4.7724020e-01 +7.3512100e-04 +2.5267540e-01 +4.2479000e-04 +1.5139670e-05 +8.5764622e-03 +2.0772200e-03 +2.3244111e-06 -2.5203178e-05 -2.4939078e-05 -2.4622144e-07 +1.9049100e+04
4.9240920e-01 +7.3512100e-04 +2.5309687e-01 +1.4043940e-04 +1.4708397e-05 +8.5917956e-03 +2.0829611e-03 +2.3399656e-06 -7.7125644e-06 -2.4757644e-05 -1.2237178e-08 +1.9084922e+04
5.0759080e-01 +7.3512100e-04 +2.5309687e-01 -1.4043940e-04 +1.4708397e-05 +8.5917956e-03 +2.0829611e-03 +2.3399656e-06 +7.7125644e-06 -2.4757644e-05 +1.2237178e-08 +1.9084922e+04
5.2275980e-01 +7.3512100e-04 +2.5267540e-01 -4.2479000e-04 +1.5139670e-05 +8.5764622e-03 +2.0772200e-03 +2.3244111e-06 +2.5203178e-05 -2.4939078e-05 +2.4622144e-07 +1.9049100e+04
5.3789090e-01 +7.3512100e-04 +2.5187080e-01 -7.0984567e-04 +1.4874230e-05 +8.5273733e-03 +2.0628078e-03 +2.3228056e-06 +4.8990622e-05 -2.5071256e-05 +4.2806322e-07 +1.8937044e+04
5.5295910e-01 +7.3512100e-04 +2.5067177e-01 -9.9210900e-04 +1.4855660e-05 +8.4320133e-03 +2.0433856e-03 +2.2930922e-06 +7.3996333e-05 -2.4540511e-05 +4.7281333e-07 +1.8732889e+04
5.6793980e-01 +7.3512100e-04 +2.4905617e-01 -1.3024830e-03 +1.7971077e-05 +8.3062433e-03 +2.0203378e-03 +2.2376300e-06 +8.7514533e-05 -2.3439089e-05 +6.2118922e-07 +1.8468700e+04
5.8280900e-01 +7.3512100e-04 +2.4708343e-01 -1.6937190e-03 +2.3898383e-05 +8.1607767e-03 +1.9882689e-03 +2.1870133e-06 +8.2410767e-05 -2.2355122e-05 +1.0022406e-06 +1.8154367e+04
5.9754330e-01 +7.3512100e-04 +2.4489757e-01 -2.1872690e-03 +2.9561423e-05 +8.0150289e-03 +1.9453478e-03 +2.1450067e-06 +7.2900667e-05 -2.1874333e-05 +1.2508944e-06 +1.7821756e+04
6.1212050e-01 +7.3512100e-04 +2.4264373e-01 -2.7669990e-03 +3.3890633e-05 +7.8643989e-03 +1.8974367e-03 +2.1014911e-06 +7.2221589e-05 -2.1456444e-05 +1.2747756e-06 +1.7472433e+04
6.2651900e-01 +7.3512100e-04 +2.4043647e-01 -3.4157833e-03 +3.7914500e-05 +7.6777544e-03 +1.8477156e-03 +2.0373800e-06 +7.4120122e-05 -2.0690311e-05 +1.3146711e-06 +1.7054689e+04
6.4071860e-01 +7.3512100e-04 +2.3838927e-01 -4.1355200e-03 +4.2855033e-05 +7.4383500e-03 +1.7955656e-03 +1.9664000e-06 +7.1988633e-05 -1.9758667e-05 +1.3520744e-06 +1.6535833e+04
6.5470010e-01 +7.3512100e-04 +2.3664693e-01 -4.9322933e-03 +4.8005567e-05 +7.1614822e-03 +1.7417589e-03 +1.9019467e-06 +6.1998700e-05 -1.8752678e-05 +1.3460444e-06 +1.5945367e+04
6.6844580e-01 +7.3512100e-04 +2.3529430e-01 -5.8016867e-03 +5.2858133e-05 +6.8640756e-03 +1.6889522e-03 +1.8312811e-06 +4.2122222e-05 -1.7569822e-05 +1.2296122e-06 +1.5319100e+04
6.8193910e-01 +7.3512100e-04 +2.3436947e-01 -6.7308267e-03 +5.6975033e-05 +6.5746156e-03 +1.6379967e-03 +1.7482344e-06 +1.2753522e-05 -1.6482744e-05 +1.1479678e-06 +1.4710844e+04
6.9516520e-01 +7.3512100e-04 +2.3389503e-01 -7.6935833e-03 +5.9119867e-05 +6.3136356e-03 +1.5869778e-03 +1.6766389e-06 -2.1630500e-05 -1.5647856e-05 +1.1230022e-06 +1.4155511e+04
7.0811040e-01 +7.3512100e-04 +2.3386613e-01 -8.6554833e-03 +5.9307633e-05 +6.0863567e-03 +1.5373844e-03 +1.5947944e-06 -5.3854567e-05 -1.4894611e-05 +9.4810822e-07 +1.3665644e+04
7.2076270e-01 +7.3512100e-04 +2.3428010e-01 -9.5909333e-03 +5.8445933e-05 +5.8798822e-03 +1.4911400e-03 +1.5049478e-06 -8.2970600e-05 -1.4046611e-05 +8.2906856e-07 +1.3219700e+04
7.3311140e-01 +7.3512100e-04 +2.3513460e-01 -1.0486783e-02 +5.7036467e-05 +5.6793567e-03 +1.4467767e-03 +1.4281444e-06 -1.1175989e-04 -1.3254033e-05 +7.8948167e-07 +1.2787178e+04
7.4514760e-01 +7.3512100e-04 +2.3638983e-01 -1.1336723e-02 +5.5338600e-05 +5.4836622e-03 +1.4031256e-03 +1.3552633e-06 -1.4030689e-04 -1.2593511e-05 +7.7534178e-07 +1.2364389e+04
7.5686360e-01 +7.3512100e-04 +2.3796370e-01 -1.2134600e-02 +5.3018433e-05 +5.3001867e-03 +1.3588089e-03 +1.2830144e-06 -1.6894133e-04 -1.1986833e-05 +8.5188078e-07 +1.1962756e+04
7.6825320e-01 +7.3512100e-04 +2.3974960e-01 -1.2867747e-02 +4.9366467e-05 +5.1367800e-03 +1.3139833e-03 +1.2176433e-06 -1.9660689e-04 -1.1476467e-05 +8.5277133e-07 +1.1597000e+04
7.7931170e-01 +7.3512100e-04 +2.4163290e-01 -1.3517003e-02 +4.3945233e-05 +4.9937556e-03 +1.2705478e-03 +1.1476200e-06 -2.2194022e-04 -1.1077742e-05 +8.3399933e-07 +1.1270700e+04
7.9003570e-01 +7.3512100e-04 +2.4350120e-01 -1.4062400e-02 +3.6787067e-05 +4.8627133e-03 +1.2294589e-03 +1.0783201e-06 -2.4329522e-04 -1.0761181e-05 +8.1568878e-07 +1.0969422e+04
8.0042290e-01 +7.3512100e-04 +2.4524753e-01 -1.4485973e-02 +2.7826937e-05 +4.7365000e-03 +1.1913167e-03 +1.0098961e-06 -2.6063078e-04 -1.0443356e-05 +7.8966733e-07 +1.0681007e+04
8.1047240e-01 +7.3512100e-04 +2.4675713e-01 -1.4770707e-02 +1.6896563e-05 +4.6138244e-03 +1.1559778e-03 +9.4411222e-07 -2.7557244e-04 -1.0116506e-05 +8.0064289e-07 +1.0402831e+04
8.2018460e-01 +7.3512100e-04 +2.4790547e-01 -1.4900740e-02 +3.9458100e-06 +4.4956800e-03 +1.1223522e-03 +8.8150911e-07 -2.8889278e-04 -9.8460633e-06 +8.7082422e-07 +1.0134738e+04
8.2956070e-01 +7.3512100e-04 +2.4857237e-01 -1.4864090e-02 -1.0737207e-05 +4.3813556e-03 +1.0886859e-03 +8.2030256e-07 -3.0017144e-04 -9.6545144e-06 +1.0463046e-06 +9.8724156e+03
8.3860290e-01 +7.3512100e-04 +2.4865333e-01 -1.4656323e-02 -2.6492717e-05 +4.2670511e-03 +1.0527601e-03 +7.6372111e-07 -3.0861411e-04 -9.5230189e-06 +1.3419044e-06 +9.6052756e+03
8.4731460e-01 +7.3512100e-04 +2.4806507e-01 -1.4282603e-02 -4.2494433e-05 +4.1472756e-03 +1.0127964e-03 +7.1378833e-07 -3.1336300e-04 -9.4595056e-06 +1.7229700e-06 +9.3203289e+03
8.5569970e-01 +7.3512100e-04 +2.4674827e-01 -1.3756793e-02 -5.8022333e-05 +4.0173422e-03 +9.6812100e-04 +6.7079411e-07 -3.1342800e-04 -9.4552544e-06 +2.1360611e-06 +9.0078644e+03
8.6376300e-01 +7.3512100e-04 +2.4466677e-01 -1.3098233e-02 -7.2638467e-05 +3.8751100e-03 +9.1906756e-04 +6.3457889e-07 -3.0826400e-04 -9.4731389e-06 +2.5402333e-06 +8.6645689e+03
8.7151010e-01 +7.3512100e-04 +2.4180293e-01 -1.2328153e-02 -8.6174967e-05 +3.7206456e-03 +8.6647978e-04 +6.0408478e-07 -2.9783100e-04 -9.4991856e-06 +2.9143178e-06 +8.2920300e+03
8.7894690e-01 +7.3512100e-04 +2.3815390e-01 -1.1467633e-02 -9.8521900e-05 +3.5547333e-03 +8.1124222e-04 +5.7747889e-07 -2.8229433e-04 -9.5267389e-06 +3.2564978e-06 +7.8932344e+03
8.8608010e-01 +7.3512100e-04 +2.3372943e-01 -1.0537513e-02 -1.0947000e-04 +3.3779078e-03 +7.5402244e-04 +5.5393078e-07 -2.6197889e-04 -9.5426778e-06 +3.5733133e-06 +7.4704011e+03
8.9291660e-01 +7.3512100e-04 +2.2855223e-01 -9.5591700e-03 -1.1867200e-04 +3.1902378e-03 +6.9529733e-04 +5.3373489e-07 -2.3733589e-04 -9.5332722e-06 +3.8643867e-06 +7.0245844e+03
8.9946400e-01 +7.3512100e-04 +2.2265890e-01 -8.5551600e-03 -1.2567703e-04 +2.9915700e-03 +6.3557211e-04 +5.1703111e-07 -2.0895367e-04 -9.4714456e-06 +4.1149444e-06 +6.5564789e+03
9.0572980e-01 +7.3512100e-04 +2.1610090e-01 -7.5491700e-03 -1.3003110e-04 +2.7821189e-03 +5.7554400e-04 +5.0241533e-07 -1.7777856e-04 -9.3078289e-06 +4.3052011e-06 +6.0677789e+03
